onset	duration	trial_type	response_time	stim_file	value	sample	stage	trial	bci_prediction	n_repeated	latency
917.3448	0	right	100.0	left_hand.png	2.0	4586724.0	2	50	right	4	-20.0
922.015	0	left	133.33333333299998	left_hand.png	1.0	4610075.0	2	51	right	4	2.0
926.652	0	right	100.0	left_hand.png	2.0	4633260.0	2	52	right	4	-8.8
931.3056	0	right	116.666666667	right_hand.png	2.0	4656528.0	2	53	left	4	-28.8
935.9758	0	right	133.33333333299998	left_hand.png	2.0	4679879.0	2	54	right	4	-9.2
940.6628	0	right	150.0	left_hand.png	2.0	4703314.0	2	55	right	4	-25.0
945.2994	0	right	100.0	left_hand.png	2.0	4726497.0	2	56	right	4	-19.4
950.0034	0	left	166.66666666700002	right_hand.png	1.0	4750017.0	2	57	left	4	-13.0
954.69	0	left	150.0	right_hand.png	1.0	4773450.0	2	58	left	4	-14.8
959.2934	0	right	66.6666666667	left_hand.png	2.0	4796467.0	2	59	right	4	-10.2
963.8682	0	right	33.3333333333	right_hand.png	2.0	4819341.0	2	60	left	4	-2.6
968.5006	0	right	100.0	left_hand.png	2.0	4842503.0	2	61	right	4	-27.0
973.1208	0	right	83.3333333333	right_hand.png	2.0	4865604.0	2	62	left	4	-11.4
977.6912	0	left	33.3333333333	right_hand.png	1.0	4888456.0	2	63	left	4	-1.6
982.3112	0	right	83.3333333333	left_hand.png	2.0	4911556.0	2	64	right	4	-21.4
986.9984	0	right	150.0	left_hand.png	2.0	4934992.0	2	65	right	4	-16.0
991.7022	0	right	166.66666666700002	left_hand.png	2.0	4958511.0	2	66	right	4	-35.0
996.3054	0	right	66.6666666667	right_hand.png	2.0	4981527.0	2	67	left	4	-29.4
1000.9756	0	left	133.33333333299998	left_hand.png	1.0	5004878.0	2	68	right	4	10.0
1005.5958	0	right	83.3333333333	left_hand.png	2.0	5027979.0	2	69	right	4	-27.8
1010.2372	0	left	100.0	left_hand.png	1.0	5051186.0	2	70	right	4	-10.0
1014.8866	0	right	116.666666667	left_hand.png	2.0	5074433.0	2	71	right	4	-0.2
1019.461	0	right	33.3333333333	right_hand.png	2.0	5097305.0	2	72	left	4	-29.6
1024.0102	0	right	16.6666666667	left_hand.png	2.0	5120051.0	2	73	right	4	-35.8
1028.6176	0	left	66.6666666667	right_hand.png	1.0	5143088.0	2	74	left	4	-9.6
1033.2838	0	left	33.3333333333	left_hand.png	1.0	5166419.0	2	75	right	4	9.0
1037.8878	0	right	66.6666666667	left_hand.png	2.0	5189439.0	2	76	right	4	-12.6
1042.5578	0	right	133.33333333299998	left_hand.png	2.0	5212789.0	2	77	right	4	-13.0
1047.2114	0	left	116.666666667	right_hand.png	1.0	5236057.0	2	78	left	4	-43.4
1051.898	0	left	150.0	left_hand.png	1.0	5259490.0	2	79	right	4	-19.6
1056.6018	0	right	166.66666666700002	left_hand.png	2.0	5283009.0	2	80	right	4	-13.0
1061.289	0	right	150.0	left_hand.png	2.0	5306445.0	2	81	right	4	-15.4
1065.9798	0	right	150.0	right_hand.png	2.0	5329899.0	2	82	left	4	-18.6
1070.6168	0	left	100.0	left_hand.png	1.0	5353084.0	2	83	right	4	-29.6
1075.2368	0	left	83.3333333333	left_hand.png	1.0	5376184.0	2	84	right	4	-11.2
1079.8526	0	left	83.3333333333	right_hand.png	1.0	5399263.0	2	85	left	4	-19.0
1084.5568	0	right	166.66666666700002	left_hand.png	2.0	5422784.0	2	86	right	4	-12.8
1089.26	0	right	166.66666666700002	left_hand.png	2.0	5446300.0	2	87	right	4	-19.8
1097.9344	0	right	166.66666666700002	left_hand.png	2.0	5489672.0	2	88	right	5	-1.6
1102.5552	0	right	83.3333333333	right_hand.png	2.0	5512776.0	2	89	left	5	-40.0
1107.2408	0	right	150.0	left_hand.png	2.0	5536204.0	2	90	right	5	-15.2
1111.8446	0	left	66.6666666667	right_hand.png	1.0	5559223.0	2	91	left	5	-11.0
1116.4644	0	left	83.3333333333	left_hand.png	1.0	5582322.0	2	92	right	5	-43.4
1121.035	0	left	33.3333333333	left_hand.png	1.0	5605175.0	2	93	right	5	-11.0
1125.6552	0	left	83.3333333333	left_hand.png	1.0	5628276.0	2	94	right	5	-23.2
1130.3292	0	right	133.33333333299998	right_hand.png	2.0	5651646.0	2	95	left	5	-4.6
1134.9162	0	left	50.0	left_hand.png	1.0	5674581.0	2	96	right	5	-41.4
1139.5492	0	left	100.0	right_hand.png	1.0	5697746.0	2	97	left	5	-16.4
1144.1528	0	right	66.6666666667	left_hand.png	2.0	5720764.0	2	98	right	5	-12.0
1148.8226	0	right	133.33333333299998	left_hand.png	2.0	5744113.0	2	99	right	5	-3.0
1153.4762	0	left	116.666666667	left_hand.png	1.0	5767381.0	2	100	right	5	3.2
1251.6354	0	right	116.666666667	right_hand.png	2.0	6258177.0	3	1	left	0	-0.2
1256.1886	0	left	16.6666666667	left_hand.png	1.0	6280943.0	3	2	right	0	3.4
1260.7426	0	left	16.6666666667	right_hand.png	1.0	6303713.0	3	3	left	0	-19.4
1265.363	0	left	50.0	right_hand.png	1.0	6326815.0	3	4	left	0	-22.6
1270.0162	0	right	116.666666667	right_hand.png	2.0	6350081.0	3	5	left	0	-11.0
1274.6698	0	right	116.666666667	left_hand.png	2.0	6373349.0	3	6	right	0	-24.0
1279.3398	0	right	133.33333333299998	right_hand.png	2.0	6396699.0	3	7	left	0	-5.4
1291.3366	0	right	116.666666667	left_hand.png	2.0	6456683.0	3	8	right	2	4.2
1295.9234	0	left	50.0	right_hand.png	1.0	6479617.0	3	9	left	2	-24.2
1300.6062	0	right	150.0	right_hand.png	2.0	6503031.0	3	10	left	2	-23.8
1305.2764	0	right	133.33333333299998	left_hand.png	2.0	6526382.0	3	11	right	2	-10.6
1309.98	0	right	166.66666666700002	right_hand.png	2.0	6549900.0	3	12	left	2	-2.4
1314.6674	0	left	150.0	left_hand.png	1.0	6573337.0	3	13	right	2	-24.0
1319.2538	0	left	50.0	right_hand.png	1.0	6596269.0	3	14	left	2	-34.6
1323.891	0	left	100.0	left_hand.png	1.0	6619455.0	3	15	right	2	-12.6
1328.5122	0	left	83.3333333333	left_hand.png	1.0	6642561.0	3	16	right	2	-25.8
1333.1982	0	right	150.0	left_hand.png	2.0	6665991.0	3	17	right	2	-27.0
1337.8352	0	right	100.0	right_hand.png	2.0	6689176.0	3	18	left	2	-4.8
1342.4718	0	right	100.0	right_hand.png	2.0	6712359.0	3	19	left	2	-7.8
1347.0586	0	left	50.0	right_hand.png	1.0	6735293.0	3	20	left	2	-37.8
1351.729	0	left	133.33333333299998	right_hand.png	1.0	6758645.0	3	21	left	2	2.2
1356.4158	0	left	150.0	right_hand.png	1.0	6782079.0	3	22	left	2	-25.4
1361.1402	0	left	183.33333333299998	left_hand.png	1.0	6805701.0	3	23	right	2	-13.8
1365.8066	0	left	133.33333333299998	right_hand.png	1.0	6829033.0	3	24	left	2	-21.0
1370.4264	0	right	83.3333333333	right_hand.png	2.0	6852132.0	3	25	left	2	-7.2
1375.0466	0	right	83.3333333333	right_hand.png	2.0	6875233.0	3	26	left	2	-19.4
1379.7174	0	right	133.33333333299998	right_hand.png	2.0	6898587.0	3	27	left	2	2.0
1384.3414	0	left	83.3333333333	right_hand.png	1.0	6921707.0	3	28	left	2	-21.4
1388.9242	0	left	50.0	right_hand.png	1.0	6944621.0	3	29	left	2	-6.4
1393.5274	0	right	66.6666666667	left_hand.png	2.0	6967637.0	3	30	right	2	8.6
1398.148	0	right	83.3333333333	right_hand.png	2.0	6990740.0	3	31	left	2	-4.0
1402.7678	0	right	83.3333333333	left_hand.png	2.0	7013839.0	3	32	right	2	-4.8
1407.3214	0	left	16.6666666667	right_hand.png	1.0	7036607.0	3	33	left	2	-28.2
1415.511	0	left	133.33333333299998	left_hand.png	1.0	7077555.0	3	34	right	3	-32.0
1420.0982	0	left	50.0	right_hand.png	1.0	7100491.0	3	35	left	3	-15.0
1424.8018	0	left	166.66666666700002	left_hand.png	1.0	7124009.0	3	36	right	3	-8.2
1429.4232	0	right	83.3333333333	left_hand.png	2.0	7147116.0	3	37	right	3	-21.2
1434.0796	0	right	116.666666667	right_hand.png	2.0	7170398.0	3	38	left	3	-16.4
1438.6626	0	left	50.0	right_hand.png	1.0	7193313.0	3	39	left	3	-37.0
1443.2994	0	right	100.0	right_hand.png	2.0	7216497.0	3	40	left	3	-22.6
1447.9568	0	left	116.666666667	left_hand.png	1.0	7239784.0	3	41	right	3	-20.8
1452.5768	0	left	83.3333333333	left_hand.png	1.0	7262884.0	3	42	right	3	0.6
1457.1934	0	left	83.3333333333	left_hand.png	1.0	7285967.0	3	43	right	3	-15.8
1461.8470000000002	0	left	116.666666667	left_hand.png	1.0	7309235.0	3	44	right	3	-10.2
1466.4834	0	left	100.0	left_hand.png	1.0	7332417.0	3	45	right	3	-4.2
1471.1878	0	left	166.66666666700002	left_hand.png	1.0	7355939.0	3	46	right	3	-7.0
1475.8574	0	left	133.33333333299998	left_hand.png	1.0	7379287.0	3	47	right	3	-17.4
1480.5446	0	right	150.0	left_hand.png	2.0	7402723.0	3	48	right	3	-19.8
1485.1982	0	left	116.666666667	left_hand.png	1.0	7425991.0	3	49	right	3	-14.2
1489.8726	0	left	133.33333333299998	right_hand.png	1.0	7449363.0	3	50	left	3	-33.8
1494.5384	0	right	133.33333333299998	left_hand.png	2.0	7472692.0	3	51	right	3	-10.4
1499.1962	0	left	116.666666667	right_hand.png	1.0	7495981.0	3	52	left	3	-9.6
1503.8624	0	right	133.33333333299998	right_hand.png	2.0	7519312.0	3	53	left	3	-16.0
1508.5704	0	right	166.66666666700002	right_hand.png	2.0	7542852.0	3	54	left	3	1.4
1513.2572	0	right	150.0	right_hand.png	2.0	7566286.0	3	55	left	3	-41.2
1517.906	0	right	116.666666667	left_hand.png	2.0	7589530.0	3	56	right	3	-5.2
1522.5432	0	left	100.0	right_hand.png	1.0	7612716.0	3	57	left	3	-8.8
1527.247	0	right	166.66666666700002	left_hand.png	2.0	7636235.0	3	58	right	3	-2.2
1531.9342	0	left	150.0	right_hand.png	1.0	7659671.0	3	59	left	3	-4.6
1536.5874	0	right	116.666666667	right_hand.png	2.0	7682937.0	3	60	left	3	-3.0
1541.2746	0	right	150.0	left_hand.png	2.0	7706373.0	3	61	right	3	-27.4
1545.9112	0	left	100.0	left_hand.png	1.0	7729556.0	3	62	right	3	-29.6
1550.598	0	left	150.0	right_hand.png	1.0	7752990.0	3	63	left	3	-31.6
1555.2348	0	right	100.0	left_hand.png	2.0	7776174.0	3	64	right	3	-9.2
1559.9052	0	right	133.33333333299998	right_hand.png	2.0	7799526.0	3	65	left	3	-20.4
1564.5756	0	right	133.33333333299998	left_hand.png	2.0	7822878.0	3	66	right	3	-22.0
1569.196	0	right	83.3333333333	right_hand.png	2.0	7845980.0	3	67	left	3	-18.4
1573.8166	0	left	83.3333333333	right_hand.png	1.0	7869083.0	3	68	left	3	-31.0
1578.4364	0	left	83.3333333333	left_hand.png	1.0	7892182.0	3	69	right	3	8.4
1583.0608	0	right	83.3333333333	left_hand.png	2.0	7915304.0	3	70	right	3	-33.6
1591.3132	0	left	100.0	right_hand.png	1.0	7956566.0	3	71	left	4	-16.6
1595.9868	0	right	133.33333333299998	left_hand.png	2.0	7979934.0	3	72	right	4	-6.0
1600.6034	0	left	83.3333333333	right_hand.png	1.0	8003017.0	3	73	left	4	-14.6
1605.2234	0	left	83.3333333333	right_hand.png	1.0	8026117.0	3	74	left	4	-26.0
1609.8604	0	right	100.0	left_hand.png	2.0	8049302.0	3	75	right	4	-30.0
1614.5644	0	right	166.66666666700002	right_hand.png	2.0	8072822.0	3	76	left	4	-12.2
1619.2012	0	left	100.0	left_hand.png	1.0	8096006.0	3	77	right	4	-1.2
1623.8044	0	left	66.6666666667	right_hand.png	1.0	8119022.0	3	78	left	4	-22.0
1628.3916	0	right	50.0	right_hand.png	2.0	8141958.0	3	79	left	4	-1.2
1633.0616	0	right	133.33333333299998	left_hand.png	2.0	8165308.0	3	80	right	4	-37.6
1637.6484	0	left	50.0	right_hand.png	1.0	8188242.0	3	81	left	4	-16.4
1642.3228	0	left	133.33333333299998	right_hand.png	1.0	8211614.0	3	82	left	4	-21.4
1646.9554	0	right	100.0	left_hand.png	2.0	8234777.0	3	83	right	4	-5.0
1651.63	0	right	133.33333333299998	left_hand.png	2.0	8258150.0	3	84	right	4	5.2
1656.3334	0	left	166.66666666700002	right_hand.png	1.0	8281667.0	3	85	left	4	-13.4
1660.9332	0	left	66.6666666667	right_hand.png	1.0	8304666.0	3	86	left	4	-5.2
1665.6198	0	right	150.0	right_hand.png	2.0	8328099.0	3	87	left	4	-25.0
1670.2752	0	left	116.666666667	left_hand.png	1.0	8351376.0	3	88	right	4	-3.2
1674.9608	0	right	150.0	left_hand.png	2.0	8374804.0	3	89	right	4	-29.6
1679.5974	0	right	100.0	right_hand.png	2.0	8397987.0	3	90	left	4	-7.0
1684.1674	0	left	33.3333333333	right_hand.png	1.0	8420837.0	3	91	left	4	-20.2
1688.7712	0	right	66.6666666667	right_hand.png	2.0	8443856.0	3	92	left	4	-40.2
1693.4412	0	left	133.33333333299998	right_hand.png	1.0	8467206.0	3	93	left	4	-1.2
1698.128	0	right	150.0	right_hand.png	2.0	8490640.0	3	94	left	4	-3.2
1702.6986	0	left	33.3333333333	left_hand.png	1.0	8513493.0	3	95	right	4	-17.0
1707.3356	0	right	100.0	left_hand.png	2.0	8536678.0	3	96	right	4	-2.2
1711.943	0	left	66.6666666667	right_hand.png	1.0	8559715.0	3	97	left	4	-19.8
1716.592	0	left	116.666666667	right_hand.png	1.0	8582960.0	3	98	left	4	-9.6
1721.2468	0	left	116.666666667	left_hand.png	1.0	8606234.0	3	99	right	4	-5.2
1725.8324	0	left	50.0	right_hand.png	1.0	8629162.0	3	100	left	4	-27.8
